label	family	model	claim_line1	what_to_check	assigned	report
card-tools22-rule-version-2-L166	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-2-L166 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-2-L166/RESULT.md
card-tools22-rule-version-2-L21	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-2-L21 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 2 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-2-L21/RESULT.md
card-tools22-rule-version-2-L81	tools22-rule	mercury-2.5	RESULT tools22-rule-version-2-L81 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 2 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-2-L81/RESULT.md
card-tools22-rule-version-3	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-3 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 3 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-3/RESULT.md
card-tools22-rule-version-3-L105	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-3-L105 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-3-L105/RESULT.md
card-tools22-rule-version-3-L167	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-3-L167 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-3-L167/RESULT.md
card-tools22-rule-version-3-L29	tools22-rule	mercury-2.5	RESULT tools22-rule-version-3-L29 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 3 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-3-L29/RESULT.md
card-tools22-rule-version-3-L82	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-3-L82 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 3 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-3-L82/RESULT.md
card-tools22-rule-version-4-L111	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-4-L111 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-4-L111/RESULT.md
card-tools22-rule-version-5	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-5 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-5/RESULT.md
card-tools22-rule-version-5-L84	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-5-L84 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 5 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-5-L84/RESULT.md
card-tools22-rule-version-6-L48	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-6-L48 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 6 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-6-L48/RESULT.md
card-tools22-rule-version-6-L85	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-6-L85 sha=5298f6be12eaa0f7e6622334d2b6a1eb427649e3 — does the code at this base do what docs/SPEC-VERSION.md rule 6 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-6-L85/RESULT.md
card-tools22-rule-version-7	tools22-rule	deepseek/deepseek-v4-flash	"""RESULT tools22-rule-version-7 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 7 says?"	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-7/RESULT.md
card-tools22-rule-version-7-L127	tools22-rule	deepseek/deepseek-v4-flash	"""RESULT tools22-rule-version-7-L127 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 7 says?"	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-7-L127/RESULT.md
card-tools22-rule-version-7-L171	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-7-L171 sha=5298f6be12eaa0f7e6622334d2b6a1eb427649e3	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-7-L171/RESULT.md
card-tools22-rule-version-7-L55	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-7-L55 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-7-L55/RESULT.md
card-tools22-rule-version-7-L86	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-7-L86 sha=5298f6be12eaa0f7e6622334d2b6a1eb427649e3 — does the code at this base do what docs/SPEC-VERSION.md rule 7 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-7-L86/RESULT.md
card-tools22-rule-version-8	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-8 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-8/RESULT.md
card-tools22-rule-version-8-L130	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-8-L130 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 8 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-8-L130/RESULT.md
card-tools22-rule-version-8-L172	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-version-8-L172 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 8 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-8-L172/RESULT.md
card-tools22-rule-version-8-L58	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-8-L58 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 8 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-8-L58/RESULT.md
card-tools22-rule-version-8-L87	tools22-rule	qwen/qwen3.7-flash	"""RESULT tools22-rule-version-8-L87 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 8 says?"	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-8-L87/RESULT.md
card-tools22-rule-version-9	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-9 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 9 say?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-9/RESULT.md
card-tools22-rule-version-9-L134	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-9-L134 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 9 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-9-L134/RESULT.md
card-tools22-rule-version-9-L173	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-9-L173 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-9-L173/RESULT.md
card-tools22-rule-version-9-L62	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-version-9-L62 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-9-L62/RESULT.md
card-tools22-rule-version-9-L88	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-version-9-L88 sha=5298f6be12ea — does the code at this base do what docs/SPEC-VERSION.md rule 9 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-version-9-L88/RESULT.md
card-tools22-rule-wake-1-L1819	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-wake-1-L1819 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-1-L1819/RESULT.md
card-tools22-rule-wake-10-L3293	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-wake-10-L3293 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 10 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-10-L3293/RESULT.md
card-tools22-rule-wake-11-L2154	tools22-rule	mercury-2.5	RESULT tools22-rule-wake-11-L2154 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 11 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-11-L2154/RESULT.md
card-tools22-rule-wake-11-L3351	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-11-L3351 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 11 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-11-L3351/RESULT.md
card-tools22-rule-wake-11-L4117	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-wake-11-L4117 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 11 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-11-L4117/RESULT.md
card-tools22-rule-wake-12	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-wake-12 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-12/RESULT.md
card-tools22-rule-wake-12-L2172	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-wake-12-L2172 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 12 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-12-L2172/RESULT.md
card-tools22-rule-wake-12-L3374	tools22-rule	mercury-2.5	RESULT tools22-rule-wake-12-L3374 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 12 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-12-L3374/RESULT.md
card-tools22-rule-wake-13	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-wake-13 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-13/RESULT.md
card-tools22-rule-wake-13-L2188	tools22-rule	mercury-2.5	RESULT tools22-rule-wake-13-L2188 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-13-L2188/RESULT.md
card-tools22-rule-wake-13-L4135	tools22-rule	deepseek/deepseek-v4-flash	RESULT tools22-rule-wake-13-L4135 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 13 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-13-L4135/RESULT.md
card-tools22-rule-wake-13-L4267	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-13-L4267 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 13 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-13-L4267/RESULT.md
card-tools22-rule-wake-14	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-14 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-14/RESULT.md
card-tools22-rule-wake-14-L2198	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-wake-14-L2198 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 14 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-14-L2198/RESULT.md
card-tools22-rule-wake-14-L3430	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-14-L3430 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-14-L3430/RESULT.md
card-tools22-rule-wake-14-L4154	tools22-rule	mercury-2.5	RESULT tools22-rule-wake-14-L4154 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 14 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-14-L4154/RESULT.md
card-tools22-rule-wake-14-L4271	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-14-L4271 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-14-L4271/RESULT.md
card-tools22-rule-wake-15	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-15 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-15/RESULT.md
card-tools22-rule-wake-15-L2222	tools22-rule	qwen/qwen3.7-flash	RULE tools22-rule-wake-15-L2222 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 15 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-15-L2222/RESULT.md
card-tools22-rule-wake-15-L3522	tools22-rule	mercury-2.5	RESULT tools22-rule-wake-15-L3522 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 15 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-15-L3522/RESULT.md
card-tools22-rule-wake-15-L4159	tools22-rule	deepseek-v4-flash	RESULT tools22-rule-wake-15-L4159 sha=5298f6be12ea	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-15-L4159/RESULT.md
card-tools22-rule-wake-15-L4274	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-wake-15-L4274 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 15 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-15-L4274/RESULT.md
card-tools22-rule-wake-16	tools22-rule	qwen/qwen3.7-flash	RESULT tools22-rule-wake-16 sha=5298f6be12ea — does the code at this base do what docs/SPEC-WAKE.md rule 16 says?	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-16/RESULT.md
card-tools22-rule-wake-17	tools22-rule	deepseek/deepseek-v4-flash	RESULT: BLOCKED card-tools22-rule-wake-17	CONFORMS or DRIFT claim: open the named file:line at dev and the doc line it cites; does the code do what the doc says? A wrong CONFORMS or a false DRIFT is NOT-GREEN.	Emma	results/card-tools22-rule-wake-17/RESULT.md
card-tools22-tx-nova-cairn-r13	tools22-tx	deepseek-v4-flash	RESULT tools22-tx-nova-cairn-r17 sha=5298f6be12ea — release-gate reading of `nova-cairn` against docs/TESTS.md:792-817	TRANSCRIPT: reproduce the docs/TESTS.md section on a bench; CLEAN or DRIFT.	Johnny	results/card-tools22-tx-nova-cairn-r13/RESULT.md
card-tools22-tx-nova-cairn-r15	tools22-tx	deepseek/deepseek-v4-flash	RESULT tools22-tx-nova-cairn-r17 sha=5298f6be12ea — release-gate reading of `nova-cairn` against docs/TESTS.md:792-817	TRANSCRIPT: reproduce the docs/TESTS.md section on a bench; CLEAN or DRIFT.	Johnny	results/card-tools22-tx-nova-cairn-r15/RESULT.md
card-tools22-tx-nova-update-r18	tools22-tx	-	RESULT tools22-tx-nova-update-r10 sha=5298f6be12ea — release-gate reading of `nova-update` against docs/TESTS.md:762-776	TRANSCRIPT: reproduce the docs/TESTS.md section on a bench; CLEAN or DRIFT.	Johnny	results/card-tools22-tx-nova-update-r18/RESULT.md
card-tools22-tx-nova-version-r10	tools22-tx	-	"""RESULT tools22-tx-nova-version-r11 sha=5298f6be12ea — release-gate reading of `nova-version` against docs/TESTS.md:777-791"""	TRANSCRIPT: reproduce the docs/TESTS.md section on a bench; CLEAN or DRIFT.	Johnny	results/card-tools22-tx-nova-version-r10/RESULT.md
card-work2-E01-F03-02	work2	deepseek-v4-pro	RESULT work2-E01-F03-02 sha=a3abdd4ad6dd — nova-work E01-F03 acceptance criterion, criterion E01-F03-02 (docs/roadmaps/nova-work.sexp): Keep containment as a fo	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E01-F03-02/RESULT.md
card-work2-E01-F04-01	work2	deepseek-v4-pro	RESULT work2-E01-F04-01 sha=a3abdd4ad6dd — nova-work E01-F04 acceptance criterion, criterion E01-F04-01 (docs/roadmaps/nova-work.sexp): Represent work-set, feat	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E01-F04-01/RESULT.md
card-work2-E01-F04-04	work2	deepseek-v4-pro	RESULT work2-E01-F04-04 sha=a3abdd4ad6dd — nova-work E01-F04 acceptance criterion, criterion E01-F04-04 (docs/roadmaps/nova-work.sexp): Represent project and st	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E01-F04-04/RESULT.md
card-work2-E02-F03-03	work2	deepseek-v4-pro	RESULT work2-E02-F03-03 sha=a3abdd4ad6dd — nova-work E02-F03 acceptance criterion, criterion E02-F03-03 (docs/roadmaps/nova-work.sexp): Never unlink another liv	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E02-F03-03/RESULT.md
card-work2-E02-F04-01	work2	deepseek-v4-pro	RESULT work2-E02-F04-01 sha=a3abdd4ad6dd — nova-work E02-F04 acceptance criterion, criterion E02-F04-01 (docs/roadmaps/nova-work.sexp): Check base tip and owner	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E02-F04-01/RESULT.md
card-work2-E02-F04-02	work2	deepseek-v4-pro	RESULT work2-E02-F04-02 sha=a3abdd4ad6dd — nova-work E02-F04 acceptance criterion, criterion E02-F04-02 (docs/roadmaps/nova-work.sexp): Admit each request again	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E02-F04-02/RESULT.md
card-work2-E02-F07-02	work2	deepseek-v4-pro	RESULT work2-E02-F07-02 sha=a3abdd4ad6dd — nova-work E02-F07 acceptance criterion, criterion E02-F07-02 (docs/roadmaps/nova-work.sexp): Support take, heartbeat,	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E02-F07-02/RESULT.md
card-work2-E03-F02-01	work2	deepseek-v4-pro	RESULT work2-E03-F02-01 sha=a3abdd4ad6dd — nova-work E03-F02 acceptance criterion, criterion E03-F02-01 (docs/roadmaps/nova-work.sexp): Support add, metadata ed	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E03-F02-01/RESULT.md
card-work2-E03-F04-01	work2	deepseek-v4-pro	RESULT work2-E03-F04-01 sha=a3abdd4ad6dd — nova-work E03-F04 acceptance criterion, criterion E03-F04-01 (docs/roadmaps/nova-work.sexp): Support evidence-guarded	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E03-F04-01/RESULT.md
card-work2-E05-F01-02	work2	deepseek-v4-pro	RESULT work2-E05-F01-02 sha=a3abdd4ad6dd — nova-work E05-F01 acceptance criterion, criterion E05-F01-02 (docs/roadmaps/nova-work.sexp): Require matching criteri	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E05-F01-02/RESULT.md
card-work2-E06-F04-02	work2	deepseek-v4-pro	RESULT work2-E06-F04-02 sha=a3abdd4ad6dd — nova-work E06-F04 acceptance criterion, criterion E06-F04-02 (docs/roadmaps/nova-work.sexp): Compare prior checkpoint	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E06-F04-02/RESULT.md
card-work2-E07-F02-02	work2	deepseek-v4-pro	RESULT work2-E07-F02-02 sha=a3abdd4ad6dd — nova-work E07-F02 acceptance criterion, criterion E07-F02-02 (docs/roadmaps/nova-work.sexp): Keep partial, missing an	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F02-02/RESULT.md
card-work2-E07-F03-01	work2	deepseek-v4-pro	RESULT work2-E07-F03-01 sha=a3abdd4ad6dd — nova-work E07-F03 acceptance criterion, criterion E07-F03-01 (docs/roadmaps/nova-work.sexp): Regenerate ROADMAP from 	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F03-01/RESULT.md
card-work2-E07-F05-01	work2	deepseek-v4-pro	RESULT work2-E07-F05-01 sha=a3abdd4ad6dd — nova-work E07-F05 acceptance criterion, criterion E07-F05-01 (docs/roadmaps/nova-work.sexp): Exercise completed cell,	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F05-01/RESULT.md
card-work2-E07-F06-01	work2	deepseek-v4-pro	RESULT work2-E07-F06-01 sha=a3abdd4ad6dd — nova-work E07-F06 acceptance criterion, criterion E07-F06-01 (docs/roadmaps/nova-work.sexp): Omit private nodes and d	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F06-01/RESULT.md
card-work2-E07-F06-02	work2	deepseek-v4-pro	RESULT work2-E07-F06-02 sha=a3abdd4ad6dd — nova-work E07-F06 acceptance criterion, criterion E07-F06-02 (docs/roadmaps/nova-work.sexp): When a public view reach	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F06-02/RESULT.md
card-work2-E07-F06-03	work2	deepseek-v4-pro	RESULT work2-E07-F06-03 sha=a3abdd4ad6dd — nova-work E07-F06 acceptance criterion, criterion E07-F06-03 (docs/roadmaps/nova-work.sexp): Preserve private state i	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E07-F06-03/RESULT.md
card-work2-E08-F01-02	work2	deepseek-v4-pro	RESULT work2-E08-F01-02 sha=a3abdd4ad6dd — nova-work E08-F01 acceptance criterion, criterion E08-F01-02 (docs/roadmaps/nova-work.sexp): Provide bounded family/v	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E08-F01-02/RESULT.md
card-work2-E08-F02-04	work2	deepseek-v4-pro	RESULT work2-E08-F02-04 sha=a3abdd4ad6dd — nova-work E08-F02 acceptance criterion, criterion E08-F02-04 (docs/roadmaps/nova-work.sexp): Use bounded typed JSON o	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work2-E08-F02-04/RESULT.md
card-work3-E07-F05-02	work3	deepseek-v4-pro	RESULT work3-E07-F05-02 sha=f01a0c42d7de — nova-work E07-F05 acceptance criterion, criterion E07-F05-02 (docs/roadmaps/nova-work.sexp): Record failures, repairs	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work3-E07-F05-02/RESULT.md
